Make;Model;Specification;Powerplant;Gearbox;Option_packs;Length;Width excl mirrors;Width incl mirrors;Height;Wheelbase;Ground clearance;Approach angle;Departure angle;Ramp/breakover angle;Turning circle;Kerb weight (DIN);GVWR;Max payload;Max roof load;Max tow braked;Max tow unbraked;Max nose load;Drag coefficient Cd;Body type;Number of doors;Number of seats;Cargo volume rear seats up;Cargo volume max seats folded;Frunk volume;Fuel tank capacity;AdBlue/DEF tank capacity;Battery capacity gross;Battery capacity usable;System voltage;On-board AC charger;Max DC charging power;Charging time AC 0–100%;Charging time DC 10–80%;Electric range WLTP combined;Electric range WLTP city;Combined range;Engine type;Engine displacement;Number of cylinders;Max power (kW);Max power (hp);Max torque;Torque rpm;Motor power front;Motor power rear;System power (kW);System power (hp);System torque (LC);Transmission type;Number of gears;Final drive ratio;Drive layout;Differential type;0–100 km/h;0–60 mph;80–120 km/h kickdown;Top speed;Top speed EV mode;Quarter mile time;Quarter mile speed;Power-to-weight;Fuel consumption combined WLTP;Fuel consumption urban;Fuel consumption extra-urban;Fuel consumption mpg UK;Electric consumption WLTP;CO2 WLTP;NOx;Particles/PN;Emission standard;Recuperation peak;Drive-by noise;Front suspension type;Rear suspension type;Front brake type/size;Rear brake type/size;Front disc diameter;Rear disc diameter;Front caliper pistons;Rear caliper pistons;Wheel size front;Wheel size rear;Rim width front;Rim width rear;Tire size front;Tire size rear;Spare wheel size;Headlight type;DRL type;Rear light type;Upholstery material;Front headroom;Rear headroom;Front legroom;Rear legroom;Front shoulder room;Rear shoulder room;Front hip room;Rear hip room;Cabin noise 100 km/h;Infotainment screen size;Instrument cluster size;Speaker count;Amplifier power;USB ports count;12V outlets count;Wireless charging power;Safety rating;Airbag count;ISOFIX positions;Basic warranty;Powertrain warranty;Battery warranty;Service interval;MSRP base (Sweden);Destination fee;Production country;Platform code;Sunroof/pano roof;Convertible roof;Roof rails;Tow hitch factory;AWD;RWD option present;Locking center diff;Locking rear diff;Adaptive suspension (PASM);Air suspension;Rear-axle steering;Active roll stabilization;ABS;ESC/PSM;Traction control;Brake-by-wire;Regenerative braking;One-pedal mode;LED headlights;Matrix/adaptive headlights;Automatic high beam;Front fog lights;Headlight washers;Keyless entry/start;Remote pre-conditioning;Power tailgate;Hands-free tailgate;Soft-close doors;Heated front seats;Ventilated front seats;Heated rear seats;Power driver seat;Memory seats;Massage seats;Heated steering wheel;Dual-zone climate;Tri/4-zone climate;Heat pump;App pre-heat;Wireless CarPlay/AA;Built-in navigation;HUD;Premium audio brand;Rear entertainment;360° camera;Parking sensors front;Parking sensors rear;Auto parking assist;Adaptive cruise;Lane keeping;Blind-spot monitoring;Rear cross-traffic alert;AEB;Traffic sign recognition;Driver monitoring;OTA updates;V2L/V2G capable;Run-flat tires;source_url_main;source_urls_supporting;retrieval_date
Mercedes-Benz;EQE SUV;EQE 500 4MATIC Special Edition;Electric;;;4.863;1.94;2.141;1.686;;;;;;;2550.0;;;;;;;;SUV;5.0;5.0;520.0;;;;;100.0;96.0;;11.0;170.0;10.25;32.0;590.0;;;Electric;;;;;858.0;;;;330.0;449.0;;;;;Fyrhjulsdrift;;4.7;;;210.0;;;;;;;;;19.2;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/suv/eqe/overview.html;;
Mercedes-Benz;CLA (Electric);CLA 200 Advanced Edition;Electric;;;4.723;1.855;;1.468;;;;;;;2055.0;;;;;;;;Sedan;4.0;5.0;;;;;;60.0;58.0;;11.0;200.0;6.5;20.0;528.0;;;Electric;;;;;335.0;;;;165.0;224.0;;;;;Bakhjulsdrift;;7.5;;;210.0;;;;;;;;;12.7;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/cla-electric/overview.html;;
Mercedes-Benz;CLA (Electric);CLA 250+ Advanced Edition;Electric;;;4.723;1.855;;1.468;;;;;;;2135.0;;;;;;;;Sedan;4.0;5.0;;;;;;90.0;85.0;;11.0;320.0;9.0;22.0;774.0;;;Electric;;;;;335.0;;;;200.0;272.0;;;;;Bakhjulsdrift;;6.7;;;210.0;;;;;;;;;12.6;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/cla-electric/overview.html;;
Mercedes-Benz;CLA (Electric);CLA 350 4MATIC Advanced Edition;Electric;;;4.723;1.855;;1.468;;;;;;;2135.0;;;;;;;;Sedan;4.0;5.0;;;;;;90.0;85.0;;11.0;320.0;9.0;22.0;754.0;;;Electric;;;;;515.0;;;;260.0;354.0;;;;;Fyrhjulsdrift;;4.9;;;210.0;;;;;;;;;12.9;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/cla-electric/overview.html;;
Mercedes-Benz;C-Klass Kombi;C 220 d 4MATIC;Mildhybrid Diesel;Automatväxellåda 9G-TRONIC, 9-stegad;;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;;;;;Diesel;1993.0;4.0;145.0;197.0;440.0;;;;;;;Automatväxellåda;9.0;;;;7.7;;;237.0;;;;;4.7;;;;;124.0;;;Euro 6e-bis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/c-class/overview.html;;
Mercedes-Benz;C-Klass Kombi;C 300 e Advanced Edition;Plug-in hybrid (95 oktan);;;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;20.0;112.0;;;Hybrid (95 oktan);;;;;;;;;230.0;313.0;;;;;;;6.2;;;;;;;;2.2;;;;;51.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/c-class/overview.html;;
Mercedes-Benz;C-Klass Sedan;C 220 d 4MATIC;;;;;;;;;;;;;;;;;;;;;;Sedan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;120.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;527900.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/saloon/c-class/overview.html;;
Mercedes-Benz;CLA Shooting Brake;CLA 200 Shooting Brake;;;;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;409000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/cla-shooting-brake/overview.html;;
Mercedes-Benz;CLA Shooting Brake;CLA 250 e Shooting Brake AMG Advanced Edition;;;AMG Line Advanced Plus;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;489000.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/cla-shooting-brake/overview.html;;
Mercedes-Benz;CLA Shooting Brake;Mercedes-AMG CLA 35 4MATIC Shooting Brake;;;;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/cla-shooting-brake/overview.html;;
Mercedes-Benz;CLA Shooting Brake;Mercedes-AMG CLA 45 S 4MATIC+ Shooting Brake;;;;;;;;;;;;;;;;;;;;;;Estate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.mercedes-benz.se/passengercars/models/estate/cla-shooting-brake/overview.html;;
BMW;X1;sDrive18i;Bensin;7-växlad, automatisk;Active Edition;4.5;1.845;2.104;1.642;2.692;;;;;;1575.0;2085.0;585.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;540.0;1600.0;;54.0;;;;;;;;;;;;Twin power Turbo förbränningsmotor;1499.0;3.0;100.0;136.0;230.0;;;;;;;Automatisk;7.0;;Framhjulsdrift;;9.2;;;208.0;;;;;6.8;;;;;153.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;399900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive25e;Bensin – laddhybrid;7-växlad, automatisk;Active Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1930.0;2430.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;76.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;180.0;245.0;477.0;;;;183.0;245.0;;Automatisk;7.0;;Fyrhjulsdrift;;6.8;;;190.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive30e;Bensin – laddhybrid;7-växlad, automatisk;Active Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1970.0;2470.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;73.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;240.0;326.0;477.0;;;;239.0;326.0;;Automatisk;7.0;;Fyrhjulsdrift;;5.6;;;205.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;584900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;sDrive18i;Bensin;7-växlad, automatisk;M Sport Active Edition;4.5;1.845;2.104;1.642;2.692;;;;;;1575.0;2085.0;585.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;540.0;1600.0;;54.0;;;;;;;;;;;;Twin power Turbo förbränningsmotor;1499.0;3.0;100.0;136.0;230.0;;;;;;;Automatisk;7.0;;Framhjulsdrift;;9.2;;;208.0;;;;;6.8;;;;;153.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive25e;Bensin – laddhybrid;7-växlad, automatisk;M Sport Active Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1930.0;2430.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;76.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;180.0;245.0;477.0;;;;183.0;245.0;;Automatisk;7.0;;Fyrhjulsdrift;;6.8;;;190.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;559900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive30e;Bensin – laddhybrid;7-växlad, automatisk;M Sport Active Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1970.0;2470.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;73.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;240.0;326.0;477.0;;;;239.0;326.0;;Automatisk;7.0;;Fyrhjulsdrift;;5.6;;;205.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;614900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;sDrive18i;Bensin;7-växlad, automatisk;M Sport Business Edition;4.5;1.845;2.104;1.642;2.692;;;;;;1575.0;2085.0;585.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;540.0;1600.0;;54.0;;;;;;;;;;;;Twin power Turbo förbränningsmotor;1499.0;3.0;100.0;136.0;230.0;;;;;;;Automatisk;7.0;;Framhjulsdrift;;9.2;;;208.0;;;;;6.8;;;;;153.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;478900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;1.0;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive25e;Bensin – laddhybrid;7-växlad, automatisk;M Sport Business Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1930.0;2430.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;76.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;180.0;245.0;477.0;;;;183.0;245.0;;Automatisk;7.0;;Fyrhjulsdrift;;6.8;;;190.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;593900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;1.0;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;X1;xDrive30e;Bensin – laddhybrid;7-växlad, automatisk;M Sport Business Edition;4.5;1.845;2.104;1.63;2.692;;;;;;1970.0;2470.0;575.0;75.0;1700.0;;80.0;;SUV;5.0;5.0;490.0;1495.0;;47.0;;14.2;;;11.0;;1.75;;73.0;;;Twin power Turbo förbränningsmotor;1499.0;3.0;240.0;326.0;477.0;;;;239.0;326.0;;Automatisk;7.0;;Fyrhjulsdrift;;5.6;;;205.0;140.0;;;;2.8;;;;13.8;63.0;;;;;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;;1.0;;;1.0;;;1.0;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;eDrive20;Helt elektrisk;1-växlad, automatisk;Active Edition;4.5;1.845;2.104;1.616;2.692;;;;;;1940.0;2435.0;570.0;75.0;750.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;431.0;;;;;;150.0;204.0;250.0;;;;;;;Automatisk;1.0;;Framhjulsdrift;;8.6;;;;170.0;;;;;;;;17.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;499900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;xDrive30;Helt elektrisk;1-växlad, automatisk;Active Edition;4.5;1.845;2.104;1.616;2.692;;;;;;2085.0;2580.0;570.0;75.0;1200.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;417.0;;;;;;230.0;313.0;494.0;;;;;;;Automatisk;1.0;;Fyrhjulsdrift;;5.6;;;;180.0;;;;;;;;18.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;549900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;eDrive20;Helt elektrisk;1-växlad, automatisk;M Sport Active Edition;4.5;1.845;2.104;1.616;2.692;;;;;;1940.0;2435.0;570.0;75.0;750.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;431.0;;;;;;150.0;204.0;250.0;;;;;;;Automatisk;1.0;;Framhjulsdrift;;8.6;;;;170.0;;;;;;;;17.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;xDrive30;Helt elektrisk;1-växlad, automatisk;M Sport Active Edition;4.5;1.845;2.104;1.616;2.692;;;;;;2085.0;2580.0;570.0;75.0;1200.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;417.0;;;;;;230.0;313.0;494.0;;;;;;;Automatisk;1.0;;Fyrhjulsdrift;;5.6;;;;180.0;;;;;;;;18.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;579900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;eDrive20;Helt elektrisk;1-växlad, automatisk;M Sport Business Edition;4.5;1.845;2.104;1.616;2.692;;;;;;1940.0;2435.0;570.0;75.0;750.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;431.0;;;;;;150.0;204.0;250.0;;;;;;;Automatisk;1.0;;Framhjulsdrift;;8.6;;;;170.0;;;;;;;;17.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;559900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;1.0;1.0;;;1.0;;;1.0;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;iX1;xDrive30;Helt elektrisk;1-växlad, automatisk;M Sport Business Edition;4.5;1.845;2.104;1.616;2.692;;;;;;2085.0;2580.0;570.0;75.0;1200.0;;75.0;;SUV;;;490.0;1495.0;;;;64.8;;;11.0;130.0;6.5;29.0;417.0;;;;;;230.0;313.0;494.0;;;;;;;Automatisk;1.0;;Fyrhjulsdrift;;5.6;;;;180.0;;;;;;;;18.1;;;;;;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;609900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;1.0;1.0;;;;1.0;;;;;;;;;;;;;;;;;1.0;1.0;;;1.0;;;1.0;;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/i-series/ix1/bmw-ix1.html;https://www.bmw.se/sv/alla-modeller/x-serie/x1/bmw-x1-tekniska-data.html;2025-12-12
BMW;5-serie Touring;520d xDrive;Diesel;Steptronic automatiserad växellåda;Active Edition;5.06;1.9;2.156;1.515;2.995;;;;;;1895.0;2555.0;;;;;;;Touring;5.0;5.0;570.0;1700.0;;60.0;;;;;;;;;;;;Diesel;1995.0;4.0;145.0;197.0;400.0;;;;;;;;;;AWD;;7.5;;;218.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;1.0;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev.html;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev-tekniska-data.html;2025-12-12
BMW;5-serie Touring;530e;Bensin – laddhybrid;Steptronic automatiserad växellåda;Active Edition;5.06;1.9;2.156;1.515;2.995;;;;;;2065.0;2740.0;;;;;;;Touring;5.0;5.0;570.0;1700.0;;60.0;;;;;;;;;87.0;;;Plug-in hybrid;1998.0;4.0;140.0;190.0;310.0;;;;220.0;299.0;;;;;RWD;;6.4;;;220.0;140.0;;;;2.9;;;;16.2;65.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;639900.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;1.0;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev.html;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev-tekniska-data.html;2025-12-12
BMW;5-serie Touring;530e xDrive;Bensin – laddhybrid;8-växlad, automatisk;Active Edition;5.06;1.9;2.156;1.515;2.995;;;;;;2120.0;2805.0;;;;;;;Touring;5.0;5.0;570.0;1700.0;;60.0;;;;;;;;;;;;Plug-in hybrid;1998.0;4.0;220.0;299.0;450.0;;;;220.0;299.0;;Automatisk;8.0;;Fyrhjulsdrift;;6.4;;;218.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;659900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;1.0;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev.html;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev-tekniska-data.html;2025-12-12
BMW;5-serie Touring;550e xDrive;Bensin – laddhybrid;Steptronic automatiserad växellåda;Active Edition;5.06;1.9;2.156;1.515;2.995;;;;;;2210.0;2875.0;;;;;;;Touring;5.0;5.0;570.0;1700.0;;60.0;;;;;;;;;;;;Plug-in hybrid;2998.0;6.0;;;700.0;;;;365.0;489.0;;;;;AWD;;4.4;;;250.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;1.0;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev.html;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev-tekniska-data.html;2025-12-12
BMW;5-serie Touring;520d xDrive;Diesel;Steptronic automatiserad växellåda;M Sport Active Edition;5.06;1.9;2.156;1.515;2.995;;;;;;1895.0;2555.0;;;;;;;Touring;5.0;5.0;570.0;1700.0;;60.0;;;;;;;;;;;;Diesel;1995.0;4.0;145.0;197.0;400.0;;;;;;;;;;AWD;;7.5;;;218.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;635900.0;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;1.0;;;;;;;;;;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev.html;https://www.bmw.se/sv/alla-modeller/5-serie/5-series-touring/bmw-5-serie-touring-phev-tekniska-data.html;2025-12-12
